关系ID,关系类型,计算权重,起始节点ID,起始节点名称,起始节点类型,起始节点社区,终止节点ID,终止节点名称,终止节点类型,终止节点社区,是否跨社区
LR667280,规定行为,0.15,LE957645,第八条,Section,3,LE232418,虚构业务入账,Action,3,否
LR821303,规定行为,0.15,LE957645,第八条,Section,3,LE402469,业务不入账,Action,3,否
LR404694,规定行为,0.15,LE957645,第八条,Section,3,LE813140,不真实记载,Action,3,否
LR079971,包含责任方,0.95,LE957645,第八条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR339474,包含监管机构,0.15,LE082128,第四条,Section,3,LE904779,证券交易所,RegulatoryAuthority,3,否
LR201463,依据,0.3,LE082128,第四条,Section,3,LE791146,规范性文件,Law,3,否
LR063934,依据,0.3,LE082128,第四条,Section,3,LE883894,规章,Law,3,否
LR408962,依据,0.3,LE082128,第四条,Section,3,LE962316,行政法规,Law,3,否
LR600427,依据,0.3,LE082128,第四条,Section,3,LE905379,有关信息披露法律,Law,3,否
LR856280,规定,0.3,LE962316,行政法规,Law,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR937134,规定,0.3,LE962316,行政法规,Law,3,LE212770,遗漏重大事项,Action,3,否
LR461636,规定,0.3,LE962316,行政法规,Law,3,LE601150,信息披露违法行为,Action,3,否
LR307506,规定,0.3,LE962316,行政法规,Law,3,LE717368,未按照规定披露信息,Action,3,否
LR639977,规定行为,0.15,LE246507,第十条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR314181,规定行为,0.15,LE246507,第十条,Section,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR945048,规定行为,0.15,LE246507,第十条,Section,3,LE212770,遗漏重大事项,Action,3,否
LR149029,包含监管机构,0.15,LE246507,第十条,Section,3,LE904779,证券交易所,RegulatoryAuthority,3,否
LR451339,依据,0.3,LE246507,第十条,Section,3,LE791146,规范性文件,Law,3,否
LR950808,依据,0.3,LE246507,第十条,Section,3,LE883894,规章,Law,3,否
LR586644,依据,0.3,LE246507,第十条,Section,3,LE962316,行政法规,Law,3,否
LR355711,依据,0.3,LE246507,第十条,Section,3,LE919597,法律,Law,3,否
LR415538,包含责任方,0.95,LE246507,第十条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR642698,包含责任方,0.95,LE961368,第十七条,Section,3,LE075489,责任人员,PartyWithResponsibility,3,否
LR981664,规定行为,0.15,LE961368,第十七条,Section,3,LE173845,信息披露违法,Action,3,否
LR479045,规定行为,0.15,LE961368,第十七条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR024243,包含责任方,0.95,LE961368,第十七条,Section,3,LE522310,高级管理人员,PartyWithResponsibility,3,否
LR141994,包含责任方,0.95,LE961368,第十七条,Section,3,LE216832,监事,PartyWithResponsibility,3,否
LR877032,包含责任方,0.95,LE961368,第十七条,Section,3,LE176946,董事,PartyWithResponsibility,3,否
LR282874,履行,1.0,LE641940,有关责任人员,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR294013,履行,1.0,LE641940,有关责任人员,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR885399,受到,0.15,LE601150,信息披露违法行为,Action,3,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,是
LR291688,受到,0.15,LE601150,信息披露违法行为,Action,3,LE189276,市场禁入,PunishmentMeasure,3,否
LR516919,受到,0.15,LE601150,信息披露违法行为,Action,3,LE874116,行政处罚,PunishmentMeasure,8,是
LR540856,受到,0.15,LE601150,信息披露违法行为,Action,3,LE270152,追究刑事责任,PunishmentMeasure,3,否
LR786259,受到,0.15,LE173845,信息披露违法,Action,3,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,是
LR204650,受到,0.15,LE173845,信息披露违法,Action,3,LE633282,从重处罚,PunishmentMeasure,8,是
LR790371,受到,0.15,LE173845,信息披露违法,Action,3,LE874116,行政处罚,PunishmentMeasure,8,是
LR463282,受到,0.15,LE173845,信息披露违法,Action,3,LE278928,综合审查认定其责任,PunishmentMeasure,3,否
LR527776,依据,0.3,LE785681,第二条,Section,3,LE756919,《证券法》,Law,3,否
LR296651,依据,0.3,LE584105,第一条,Section,3,LE046505,《行政处罚法》,Law,3,否
LR451280,依据,0.3,LE584105,第一条,Section,3,LE956210,《中华人民共和国行政处罚法》,Law,3,否
LR438340,依据,0.3,LE584105,第一条,Section,3,LE756919,《证券法》,Law,3,否
LR090633,依据,0.3,LE584105,第一条,Section,3,LE658225,《中华人民共和国证券法》,Law,3,否
LR981015,包含责任方,0.95,LE584105,第一条,Section,3,LE641940,有关责任人员,PartyWithResponsibility,3,否
LR609946,包含责任方,0.95,LE584105,第一条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR517910,包含责任方,0.95,LE584105,第一条,Section,3,LE925712,收购人,PartyWithResponsibility,3,否
LR051812,包含责任方,0.95,LE584105,第一条,Section,3,LE330515,实际控制人,PartyWithResponsibility,3,否
LR327924,包含责任方,0.95,LE584105,第一条,Section,3,LE969417,控股股东,PartyWithResponsibility,3,否
LR935274,包含责任方,0.95,LE584105,第一条,Section,3,LE526783,上市公司,PartyWithResponsibility,0,是
LR531168,包含责任方,0.95,LE584105,第一条,Section,3,LE110157,发行人,PartyWithResponsibility,3,否
LR235737,受到,0.15,LE113707,妨碍调查,Action,8,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,否
LR948478,受到,0.15,LE113707,妨碍调查,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR664536,受到,0.15,LE113707,妨碍调查,Action,8,LE633282,从重处罚,PunishmentMeasure,8,否
LR010552,包含责任方,0.95,LE972671,第二十二条,Section,3,LE330515,实际控制人,PartyWithResponsibility,3,否
LR869301,包含责任方,0.95,LE972671,第二十二条,Section,3,LE249119,股东,PartyWithResponsibility,3,否
LR373063,做出,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE158095,挪用资金、职务侵占等行为,Action,3,是
LR713034,做出,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE968046,违法买卖公司股票行为,Action,3,是
LR785365,做出,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE023940,损害公司利益行为,Action,3,是
LR126880,做出,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE601150,信息披露违法行为,Action,3,是
LR847331,做出,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE173845,信息披露违法,Action,3,是
LR849411,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,是
LR335268,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE430007,保护投资者的合法权益,Responsibility,3,是
LR992848,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,是
LR906008,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE659352,保护投资者合法权益,Responsibility,3,是
LR727453,履行,1.0,LE526783,上市公司,PartyWithResponsibility,0,LE718055,信息披露义务,Responsibility,3,是
LR636489,规定,0.3,LE883894,规章,Law,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR136000,规定,0.3,LE883894,规章,Law,3,LE212770,遗漏重大事项,Action,3,否
LR136411,规定,0.3,LE883894,规章,Law,3,LE601150,信息披露违法行为,Action,3,否
LR939998,规定,0.3,LE883894,规章,Law,3,LE717368,未按照规定披露信息,Action,3,否
LR271903,包含监管机构,0.15,LE300791,第二十一条,Section,3,LE904779,证券交易所,RegulatoryAuthority,3,否
LR682114,规定行为,0.15,LE300791,第二十一条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR187894,包含责任方,0.95,LE300791,第二十一条,Section,3,LE216832,监事,PartyWithResponsibility,3,否
LR415569,包含责任方,0.95,LE300791,第二十一条,Section,3,LE176946,董事,PartyWithResponsibility,3,否
LR372220,规定行为,0.15,LE300791,第二十一条,Section,3,LE173845,信息披露违法,Action,3,否
LR586720,做出,1.0,LE075489,责任人员,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR900281,做出,1.0,LE075489,责任人员,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR125587,履行,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE159617,信息披露真实、准确、完整、及时和公平义务,Responsibility,3,否
LR341592,做出,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR398571,做出,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR213861,做出,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR872810,做出,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR642904,做出,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR155020,履行,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,否
LR674245,履行,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE430007,保护投资者的合法权益,Responsibility,3,否
LR544669,履行,1.0,LE522310,高级管理人员,PartyWithResponsibility,3,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,否
LR200201,包含责任方,0.95,LE885669,第三条,Section,3,LE522310,高级管理人员,PartyWithResponsibility,3,否
LR267317,包含责任方,0.95,LE885669,第三条,Section,3,LE216832,监事,PartyWithResponsibility,3,否
LR822732,包含责任方,0.95,LE885669,第三条,Section,3,LE176946,董事,PartyWithResponsibility,3,否
LR570574,包含责任方,0.95,LE885669,第三条,Section,3,LE526783,上市公司,PartyWithResponsibility,0,是
LR392301,包含责任方,0.95,LE885669,第三条,Section,3,LE110157,发行人,PartyWithResponsibility,3,否
LR810431,包含责任方,0.95,LE885669,第三条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR206859,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE994600,误导性陈述或者重大遗漏,Action,3,否
LR542185,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE831758,所披露的信息有虚假记载,Action,3,否
LR985110,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE717368,未按照规定披露信息,Action,3,否
LR374792,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR430378,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR789516,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR709861,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR427937,做出,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR196986,履行,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR849526,履行,1.0,LE969417,控股股东,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR834930,包含,0.2,LE594331,第二章信息披露违法行为,Chapter,3,LE246507,第十条,Section,3,否
LR536449,包含,0.2,LE594331,第二章信息披露违法行为,Chapter,3,LE527714,第九条,Section,3,否
LR729464,包含,0.2,LE594331,第二章信息披露违法行为,Chapter,3,LE957645,第八条,Section,3,否
LR196632,包含,0.2,LE594331,第二章信息披露违法行为,Chapter,3,LE436330,第七条,Section,3,否
LR700250,履行,1.0,LE925712,收购人,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR346023,履行,1.0,LE925712,收购人,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR286710,受到,0.15,LE227523,勤勉尽责,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR291502,规定行为,0.15,LE436330,第七条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR438649,规定行为,0.15,LE436330,第七条,Section,3,LE717368,未按照规定披露信息,Action,3,否
LR023356,包含监管机构,0.15,LE436330,第七条,Section,3,LE904779,证券交易所,RegulatoryAuthority,3,否
LR356115,依据,0.3,LE436330,第七条,Section,3,LE791146,规范性文件,Law,3,否
LR305653,依据,0.3,LE436330,第七条,Section,3,LE883894,规章,Law,3,否
LR841439,依据,0.3,LE436330,第七条,Section,3,LE962316,行政法规,Law,3,否
LR744440,依据,0.3,LE436330,第七条,Section,3,LE919597,法律,Law,3,否
LR594763,包含责任方,0.95,LE436330,第七条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR251552,包含,0.2,LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,3,LE373753,第五章附则,Chapter,3,否
LR734088,包含,0.2,LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,3,LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,3,否
LR400863,包含,0.2,LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,3,LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,3,否
LR024307,包含,0.2,LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,3,LE594331,第二章信息披露违法行为,Chapter,3,否
LR670217,包含,0.2,LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,3,LE330058,第一章总则,Chapter,3,否
LR426833,规定行为,0.15,LE148134,第十四条,Section,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR904610,包含责任方,0.95,LE148134,第十四条,Section,3,LE436234,公司工作人员,PartyWithResponsibility,3,否
LR610248,规定行为,0.15,LE148134,第十四条,Section,3,LE968046,违法买卖公司股票行为,Action,3,否
LR401498,包含责任方,0.95,LE148134,第十四条,Section,3,LE330515,实际控制人,PartyWithResponsibility,3,否
LR858686,包含责任方,0.95,LE148134,第十四条,Section,3,LE969417,控股股东,PartyWithResponsibility,3,否
LR461861,规定行为,0.15,LE148134,第十四条,Section,3,LE023940,损害公司利益行为,Action,3,否
LR754269,包含责任方,0.95,LE148134,第十四条,Section,3,LE522310,高级管理人员,PartyWithResponsibility,3,否
LR463614,包含责任方,0.95,LE148134,第十四条,Section,3,LE216832,监事,PartyWithResponsibility,3,否
LR404503,包含责任方,0.95,LE148134,第十四条,Section,3,LE176946,董事,PartyWithResponsibility,3,否
LR686099,包含责任方,0.95,LE148134,第十四条,Section,3,LE526783,上市公司,PartyWithResponsibility,0,是
LR472938,规定行为,0.15,LE148134,第十四条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR537306,规定行为,0.15,LE148134,第十四条,Section,3,LE173845,信息披露违法,Action,3,否
LR373772,包含责任方,0.95,LE148134,第十四条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR733963,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE113707,妨碍调查,Action,8,是
LR465975,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE247215,提供伪证,Action,8,是
LR139364,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE096596,变造、隐瞒、毁灭证据,Action,8,是
LR081019,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE245773,不配合证券监管机构监管,Action,8,是
LR479872,监管,1.0,LE904779,证券交易所,RegulatoryAuthority,3,LE216832,监事,PartyWithResponsibility,3,否
LR818740,监管,1.0,LE904779,证券交易所,RegulatoryAuthority,3,LE176946,董事,PartyWithResponsibility,3,否
LR618076,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE173845,信息披露违法,Action,3,否
LR893639,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR512422,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE212770,遗漏重大事项,Action,3,否
LR188156,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE601150,信息披露违法行为,Action,3,否
LR628834,处理,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE717368,未按照规定披露信息,Action,3,否
LR501796,依照,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE919597,法律,Law,3,否
LR485436,监管,1.0,LE904779,证券交易所,RegulatoryAuthority,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR510430,依照,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE791146,规范性文件,Law,3,否
LR072126,依照,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE883894,规章,Law,3,否
LR329927,依照,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE962316,行政法规,Law,3,否
LR089058,依照,0.15,LE904779,证券交易所,RegulatoryAuthority,3,LE905379,有关信息披露法律,Law,3,否
LR953061,规定,0.3,LE791146,规范性文件,Law,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR492032,规定,0.3,LE791146,规范性文件,Law,3,LE212770,遗漏重大事项,Action,3,否
LR371579,规定,0.3,LE791146,规范性文件,Law,3,LE601150,信息披露违法行为,Action,3,否
LR682099,规定,0.3,LE791146,规范性文件,Law,3,LE717368,未按照规定披露信息,Action,3,否
LR770995,受到,0.15,LE245773,不配合证券监管机构监管,Action,8,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,否
LR605920,受到,0.15,LE245773,不配合证券监管机构监管,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR056438,受到,0.15,LE245773,不配合证券监管机构监管,Action,8,LE633282,从重处罚,PunishmentMeasure,8,否
LR900785,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE113707,妨碍调查,Action,8,否
LR867507,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE247215,提供伪证,Action,8,否
LR644148,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE096596,变造、隐瞒、毁灭证据,Action,8,否
LR931402,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE173845,信息披露违法,Action,3,是
LR527875,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE245773,不配合证券监管机构监管,Action,8,否
LR907801,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,8,否
LR103622,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE227523,勤勉尽责,Action,8,否
LR641025,监管,1.0,LE785983,证监会,RegulatoryAuthority,8,LE747532,证券服务机构,PartyWithResponsibility,8,否
LR473927,监管,1.0,LE785983,证监会,RegulatoryAuthority,8,LE645009,保荐人,PartyWithResponsibility,8,否
LR972652,处理,0.15,LE785983,证监会,RegulatoryAuthority,8,LE601150,信息披露违法行为,Action,3,是
LR650976,履行,1.0,LE110157,发行人,PartyWithResponsibility,3,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,否
LR221927,履行,1.0,LE110157,发行人,PartyWithResponsibility,3,LE430007,保护投资者的合法权益,Responsibility,3,否
LR238196,履行,1.0,LE110157,发行人,PartyWithResponsibility,3,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,否
LR641402,履行,1.0,LE110157,发行人,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR380264,履行,1.0,LE110157,发行人,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR830214,规定行为,0.15,LE263974,第十八条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR035306,规定行为,0.15,LE263974,第十八条,Section,3,LE173845,信息披露违法,Action,3,否
LR899857,规定行为,0.15,LE263974,第十八条,Section,3,LE994600,误导性陈述或者重大遗漏,Action,3,否
LR384477,规定行为,0.15,LE263974,第十八条,Section,3,LE831758,所披露的信息有虚假记载,Action,3,否
LR013768,规定行为,0.15,LE263974,第十八条,Section,3,LE717368,未按照规定披露信息,Action,3,否
LR945551,包含责任方,0.95,LE263974,第十八条,Section,3,LE330515,实际控制人,PartyWithResponsibility,3,否
LR379107,包含责任方,0.95,LE263974,第十八条,Section,3,LE969417,控股股东,PartyWithResponsibility,3,否
LR902533,包含责任方,0.95,LE263974,第十八条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR636786,受到,0.15,LE247215,提供伪证,Action,8,LE933795,记入证券期货诚信档案,PunishmentMeasure,8,否
LR153214,受到,0.15,LE247215,提供伪证,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR449482,受到,0.15,LE247215,提供伪证,Action,8,LE633282,从重处罚,PunishmentMeasure,8,否
LR092630,包含监管机构,0.15,LE178751,第五条,Section,3,LE785983,证监会,RegulatoryAuthority,8,是
LR172816,规定行为,0.15,LE178751,第五条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR160106,做出,1.0,LE436234,公司工作人员,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR850707,做出,1.0,LE436234,公司工作人员,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR226837,做出,1.0,LE436234,公司工作人员,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR630452,做出,1.0,LE436234,公司工作人员,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR338468,做出,1.0,LE436234,公司工作人员,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR137346,规定行为,0.15,LE563223,第二十条,Section,3,LE173845,信息披露违法,Action,3,否
LR496109,规定行为,0.15,LE563223,第二十条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR906857,包含,0.2,LE330058,第一章总则,Chapter,3,LE889984,第六条,Section,8,是
LR553280,包含,0.2,LE330058,第一章总则,Chapter,3,LE178751,第五条,Section,3,否
LR739009,包含,0.2,LE330058,第一章总则,Chapter,3,LE082128,第四条,Section,3,否
LR255547,包含,0.2,LE330058,第一章总则,Chapter,3,LE885669,第三条,Section,3,否
LR850454,包含,0.2,LE330058,第一章总则,Chapter,3,LE785681,第二条,Section,3,否
LR282227,包含,0.2,LE330058,第一章总则,Chapter,3,LE584105,第一条,Section,3,否
LR347127,包含,0.2,LE373753,第五章附则,Chapter,3,LE457459,第二十四条,Section,3,否
LR833596,规定行为,0.15,LE623817,第十一条,Section,3,LE173845,信息披露违法,Action,3,否
LR644581,包含责任方,0.95,LE623817,第十一条,Section,3,LE158112,信息披露义务人,PartyWithResponsibility,3,否
LR574512,包含监管机构,0.15,LE889984,第六条,Section,8,LE785983,证监会,RegulatoryAuthority,8,否
LR230495,规定行为,0.15,LE889984,第六条,Section,8,LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,8,否
LR678801,规定行为,0.15,LE889984,第六条,Section,8,LE227523,勤勉尽责,Action,8,否
LR259710,包含责任方,0.95,LE889984,第六条,Section,8,LE747532,证券服务机构,PartyWithResponsibility,8,否
LR469189,包含责任方,0.95,LE889984,第六条,Section,8,LE645009,保荐人,PartyWithResponsibility,8,否
LR934571,履行,1.0,LE216832,监事,PartyWithResponsibility,3,LE159617,信息披露真实、准确、完整、及时和公平义务,Responsibility,3,否
LR885690,做出,1.0,LE216832,监事,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR734448,做出,1.0,LE216832,监事,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR241179,做出,1.0,LE216832,监事,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR908536,做出,1.0,LE216832,监事,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR345590,做出,1.0,LE216832,监事,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR235858,履行,1.0,LE216832,监事,PartyWithResponsibility,3,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,否
LR433118,履行,1.0,LE216832,监事,PartyWithResponsibility,3,LE430007,保护投资者的合法权益,Responsibility,3,否
LR792556,履行,1.0,LE216832,监事,PartyWithResponsibility,3,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,否
LR021248,受到,0.15,LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,8,LE874116,行政处罚,PunishmentMeasure,8,否
LR299796,包含责任方,0.95,LE211268,第十六条,Section,3,LE075489,责任人员,PartyWithResponsibility,3,否
LR128709,规定行为,0.15,LE211268,第十六条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR957080,做出,1.0,LE747532,证券服务机构,PartyWithResponsibility,8,LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,8,否
LR295758,做出,1.0,LE747532,证券服务机构,PartyWithResponsibility,8,LE227523,勤勉尽责,Action,8,否
LR217844,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE994600,误导性陈述或者重大遗漏,Action,3,否
LR289713,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE831758,所披露的信息有虚假记载,Action,3,否
LR077352,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE717368,未按照规定披露信息,Action,3,否
LR657739,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR497386,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR806013,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR962187,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR218987,做出,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR005214,履行,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE659352,保护投资者合法权益,Responsibility,3,否
LR235646,履行,1.0,LE330515,实际控制人,PartyWithResponsibility,3,LE718055,信息披露义务,Responsibility,3,否
LR132247,包含责任方,0.95,LE285036,第十五条,Section,3,LE522310,高级管理人员,PartyWithResponsibility,3,否
LR334018,包含责任方,0.95,LE285036,第十五条,Section,3,LE216832,监事,PartyWithResponsibility,3,否
LR729361,包含责任方,0.95,LE285036,第十五条,Section,3,LE176946,董事,PartyWithResponsibility,3,否
LR431677,依据,0.3,LE285036,第十五条,Section,3,LE883894,规章,Law,3,否
LR484422,依据,0.3,LE285036,第十五条,Section,3,LE962316,行政法规,Law,3,否
LR587072,依据,0.3,LE285036,第十五条,Section,3,LE919597,法律,Law,3,否
LR334392,规定行为,0.15,LE285036,第十五条,Section,3,LE601150,信息披露违法行为,Action,3,否
LR738345,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE159617,信息披露真实、准确、完整、及时和公平义务,Responsibility,3,否
LR126963,做出,1.0,LE176946,董事,PartyWithResponsibility,3,LE158095,挪用资金、职务侵占等行为,Action,3,否
LR607807,做出,1.0,LE176946,董事,PartyWithResponsibility,3,LE968046,违法买卖公司股票行为,Action,3,否
LR975653,做出,1.0,LE176946,董事,PartyWithResponsibility,3,LE023940,损害公司利益行为,Action,3,否
LR115828,做出,1.0,LE176946,董事,PartyWithResponsibility,3,LE601150,信息披露违法行为,Action,3,否
LR932790,做出,1.0,LE176946,董事,PartyWithResponsibility,3,LE173845,信息披露违法,Action,3,否
LR091341,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,3,否
LR327221,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE430007,保护投资者的合法权益,Responsibility,3,否
LR761720,履行,1.0,LE176946,董事,PartyWithResponsibility,3,LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,3,否
LR077408,规定,0.3,LE919597,法律,Law,3,LE056105,所披露的信息有重大遗漏,Action,3,否
LR617716,规定,0.3,LE919597,法律,Law,3,LE212770,遗漏重大事项,Action,3,否
